0	0.443735	 0.436139	 0.947196	 0.260051	 0.287936	 0.635738
1	0.475234	 0.314288	 0.631778	 0.3539	 0.27182	 0.848524
2	0.430667	 0.470607	 0.949745	 0.188816	 0.29086	 0.634528
3	0.392845	 0.355269	 0.836442	 0.273568	 0.283594	 0.723622
4	0.448462	 0.19918	 0.462719	 0.347995	 0.125245	 0.789179
5	0.38871	 0.24092	 0.84497	 0.310426	 0.215909	 0.649939
6	0.618032	 0.530186	 0.927426	 0.164848	 0.369928	 0.65147
7	0.30613	 0.426805	 0.72544	 0.182455	 0.276792	 0.790194
8	0.47866	 0.456741	 0.909972	 0.302062	 0.326778	 0.690837
9	0.441818	 0.379846	 0.700954	 0.303228	 0.326536	 0.839724
10	0.36481	 0.35725	 0.859421	 0.254327	 0.267501	 0.69433
11	0.344311	 0.387036	 0.918894	 0.224899	 0.244808	 0.626641
12	0.479988	 0.405704	 0.912405	 0.341718	 0.302646	 0.678381
13	0.488841	 0.286752	 0.59192	 0.366679	 0.237728	 0.846066
14	0.422076	 0.435237	 0.741408	 0.235362	 0.349044	 0.824581
15	0.226259	 0.407585	 0.77806	 0.176819	 0.223843	 0.703781
16	0.294701	 0.444562	 0.777378	 0.166976	 0.272709	 0.753617
17	0.271807	 0.489252	 0.480936	 0.132491	 0.160946	 0.848394
18	0.30418	 0.340253	 0.828271	 0.233908	 0.240163	 0.689162
19	0.168436	 0.298072	 0.654421	 0.212061	 0.152815	 0.685122
20	0.400224	 0.394355	 0.653624	 0.254546	 0.309925	 0.861003
21	0.208325	 0.280633	 0.746846	 0.227629	 0.173014	 0.656735
22	0.352378	 0.215823	 0.603143	 0.298748	 0.182124	 0.765063
23	0.436821	 0.20548	 0.796353	 0.341369	 0.213467	 0.679527
24	0.470223	 0.304294	 0.778342	 0.350969	 0.281921	 0.760624
25	0.49936	 0.295062	 0.435878	 0.374503	 0.131088	 0.858699
26	0.450818	 0.37665	 0.701586	 0.314616	 0.327105	 0.839624
27	0.471098	 0.270581	 0.501931	 0.355055	 0.174809	 0.84696
28	0.426114	 0.173323	 0.723293	 0.339599	 0.194648	 0.702125
29	0.492122	 0.435969	 0.753154	 0.355516	 0.372787	 0.825003
30	0.231066	 0.243116	 0.538956	 0.246353	 0.132146	 0.73107
31	0.248227	 0.350542	 0.719522	 0.210262	 0.22171	 0.738637
32	0.410429	 0.343312	 0.60503	 0.292348	 0.265309	 0.862858
33	0.339773	 0.313586	 0.86807	 0.262001	 0.233295	 0.654016
34	0.436263	 0.412591	 0.705283	 0.274726	 0.346002	 0.846383
35	0.505196	 0.503026	 0.952771	 0.208927	 0.321816	 0.639405
36	0.441907	 0.187288	 0.596927	 0.345767	 0.181293	 0.768429
37	0.289181	 0.223742	 0.727861	 0.271255	 0.186223	 0.687708
38	0.282024	 0.318271	 0.476864	 0.235606	 0.140628	 0.807148
39	0.317392	 0.257835	 0.610653	 0.27217	 0.193959	 0.776563
40	0.289955	 0.266757	 0.772205	 0.258321	 0.207602	 0.687801
41	0.305127	 0.464582	 0.719942	 0.153614	 0.282499	 0.798354
42	0.443146	 0.371427	 0.860797	 0.308736	 0.299883	 0.718034
43	0.388635	 0.440782	 0.707366	 0.202782	 0.33236	 0.838665
44	0.24907	 0.42799	 0.659057	 0.169478	 0.232396	 0.790609
45	0.2433	 0.236311	 0.679404	 0.252137	 0.16951	 0.694634
46	0.439788	 0.286944	 0.782488	 0.331164	 0.26677	 0.745138
47	0.335069	 0.492181	 0.822492	 0.132539	 0.295698	 0.742021
48	0.230868	 0.440787	 0.613848	 0.159467	 0.210668	 0.796629
49	0.133663	 0.305178	 0.695978	 0.20279	 0.135232	 0.630005
50	0.435674	 0.465301	 0.849775	 0.203732	 0.340506	 0.746581
51	0.46228	 0.432747	 0.768877	 0.293649	 0.36106	 0.81102
52	0.480021	 0.395543	 0.835452	 0.344922	 0.326877	 0.751479
53	0.23519	 0.443942	 0.565093	 0.158202	 0.193576	 0.812032
54	0.411306	 0.155605	 0.563096	 0.334884	 0.149472	 0.743051
55	0.331672	 0.322204	 0.86892	 0.254353	 0.23364	 0.653785
56	0.287914	 0.395996	 0.743589	 0.197563	 0.258734	 0.762576
57	0.242331	 0.315716	 0.556284	 0.223812	 0.166727	 0.777483
58	0.253933	 0.478326	 0.79209	 0.138982	 0.249626	 0.722702
59	0.245798	 0.468074	 0.610073	 0.144885	 0.220428	 0.811688
60	0.387494	 0.283843	 0.879832	 0.298621	 0.230058	 0.641686
61	0.323389	 0.446224	 0.635293	 0.172041	 0.274978	 0.848649
62	0.500943	 0.611921	 0.940991	 0.373659	 0.35762	 0.636124
63	0.126761	 0.461912	 0.765884	 0.141185	 0.162348	 0.628448
64	0.517501	 0.527291	 0.957615	 0.284249	 0.326349	 0.630184
65	0.34679	 0.359569	 0.569371	 0.243078	 0.22908	 0.855614
66	0.288141	 0.139943	 0.646292	 0.290354	 0.130595	 0.653972
67	0.313107	 0.396285	 0.667498	 0.205633	 0.264412	 0.817248
68	0.470174	 0.454586	 0.94552	 0.282513	 0.303325	 0.645279
69	0.248625	 0.495804	 0.870754	 0.127656	 0.228424	 0.646522
70	0.433301	 0.463075	 0.858186	 0.205469	 0.335818	 0.738391
71	0.500247	 0.513309	 0.906389	 0.372043	 0.354069	 0.697716
72	0.489124	 0.312712	 0.894524	 0.365768	 0.260208	 0.661704
73	0.423793	 0.496952	 0.787142	 0.131361	 0.357416	 0.79747
74	0.199398	 0.469263	 0.517509	 0.141217	 0.155728	 0.793032
75	0.49144	 0.291145	 0.668185	 0.368481	 0.267691	 0.819716
76	0.420894	 0.286233	 0.900078	 0.318591	 0.231306	 0.627451
77	0.250535	 0.458575	 0.563687	 0.151189	 0.201942	 0.825352
