0	0.498561	 0.414366	 0.761679	 0.372325	 0.356844	 0.81437
1	0.182245	 0.455094	 0.548549	 0.147344	 0.161464	 0.775134
2	0.435846	 0.260753	 0.733103	 0.333304	 0.251101	 0.761863
3	0.49325	 0.333418	 0.691707	 0.368554	 0.301248	 0.83034
4	0.354827	 0.418478	 0.605192	 0.206435	 0.275244	 0.87113
5	0.41859	 0.403187	 0.877149	 0.263721	 0.302077	 0.70716
6	0.425568	 0.272641	 0.83907	 0.324647	 0.246395	 0.688374
7	0.256152	 0.338528	 0.507722	 0.218088	 0.154723	 0.801043
8	0.339534	 0.385544	 0.52206	 0.223609	 0.202823	 0.870167
9	0.491511	 0.471984	 0.861503	 0.328175	 0.357974	 0.741667
10	0.49579	 0.449405	 0.860348	 0.361786	 0.347991	 0.740536
11	0.473688	 0.249065	 0.502501	 0.358372	 0.167389	 0.831623
12	0.412283	 0.270792	 0.712378	 0.316828	 0.251104	 0.775143
13	0.49352	 0.409176	 0.670105	 0.363665	 0.358727	 0.873896
14	0.447099	 0.124495	 0.722032	 0.352725	 0.163455	 0.658302
15	0.385347	 0.18409	 0.656111	 0.319591	 0.186357	 0.734294
16	0.130821	 0.3806	 0.55372	 0.174784	 0.128634	 0.713475
17	0.474116	 0.296518	 0.717573	 0.354862	 0.27766	 0.795946
18	0.386026	 0.250532	 0.459796	 0.306794	 0.133309	 0.812947
19	0.428759	 0.269411	 0.664425	 0.327309	 0.245915	 0.801462
20	0.38689	 0.15243	 0.586192	 0.324927	 0.151626	 0.729536
21	0.103718	 0.436408	 0.674548	 0.150324	 0.145612	 0.660645
22	0.372661	 0.42779	 0.731829	 0.2071	 0.317987	 0.815253
23	0.302184	 0.246528	 0.682547	 0.269529	 0.199721	 0.735077
24	0.476908	 0.488752	 0.837301	 0.197139	 0.36964	 0.763472
25	0.499485	 0.35181	 0.830744	 0.374447	 0.303913	 0.741909
26	0.379371	 0.405223	 0.709526	 0.23099	 0.3125	 0.826168
27	0.472887	 0.246382	 0.796823	 0.35805	 0.243937	 0.713834
28	0.513082	 0.522098	 0.945553	 0.289932	 0.333608	 0.648889
29	0.302396	 0.291475	 0.689073	 0.254279	 0.221922	 0.758562
30	0.489208	 0.266226	 0.534339	 0.367658	 0.194763	 0.84315
31	0.492158	 0.320507	 0.808995	 0.368051	 0.289423	 0.746489
32	0.461099	 0.440037	 0.943429	 0.283407	 0.296964	 0.644799
33	0.484408	 0.326149	 0.630438	 0.360764	 0.280372	 0.856463
34	0.314897	 0.445192	 0.7166	 0.170816	 0.285612	 0.802942
35	0.494643	 0.476619	 0.879571	 0.339151	 0.352394	 0.724877
36	0.284125	 0.388304	 0.49774	 0.200993	 0.167722	 0.838404
37	0.248535	 0.488016	 0.529159	 0.132579	 0.183754	 0.830804
38	0.440366	 0.473814	 0.858567	 0.190852	 0.341426	 0.740047
39	0.344979	 0.143658	 0.617482	 0.309693	 0.14593	 0.698409
40	0.296094	 0.207196	 0.512641	 0.278186	 0.129063	 0.746853
41	0.217243	 0.393826	 0.517466	 0.182169	 0.155765	 0.793142
42	0.428416	 0.389956	 0.750299	 0.283211	 0.327507	 0.808771
43	0.181523	 0.487783	 0.657087	 0.131102	 0.197085	 0.748404
44	0.360048	 0.361912	 0.820732	 0.248933	 0.276927	 0.728899
45	0.344175	 0.420567	 0.666961	 0.20003	 0.290968	 0.839329
46	0.461079	 0.335829	 0.720425	 0.337952	 0.302349	 0.812652
47	0.290838	 0.220951	 0.780201	 0.272629	 0.181413	 0.647377
48	0.407536	 0.494764	 0.893157	 0.134004	 0.3135	 0.700639
49	0.304913	 0.496731	 0.496606	 0.127667	 0.18342	 0.872376
50	0.524489	 0.585454	 0.920685	 0.330581	 0.368391	 0.670496
51	0.494594	 0.491791	 0.921072	 0.282317	 0.336864	 0.681157
52	0.448101	 0.288318	 0.542173	 0.336734	 0.207202	 0.853563
53	0.358338	 0.379593	 0.850796	 0.23712	 0.276423	 0.707975
54	0.356167	 0.449967	 0.70824	 0.178279	 0.313222	 0.827433
55	0.485951	 0.139245	 0.521584	 0.368805	 0.130805	 0.742603
56	0.267025	 0.466439	 0.747056	 0.14777	 0.259304	 0.760907
57	0.467518	 0.390985	 0.850424	 0.328911	 0.318201	 0.736313
58	0.446155	 0.233549	 0.569234	 0.343265	 0.194894	 0.810405
59	0.301732	 0.456907	 0.663633	 0.159062	 0.270736	 0.825441
60	0.389225	 0.308496	 0.695558	 0.291536	 0.264663	 0.79891
61	0.435038	 0.407625	 0.709626	 0.277454	 0.342358	 0.842007
62	0.332918	 0.262258	 0.797571	 0.277503	 0.220537	 0.687292
63	0.395647	 0.384897	 0.807576	 0.25779	 0.304543	 0.757972
64	0.442521	 0.422651	 0.918243	 0.273288	 0.299687	 0.671457
65	0.297125	 0.408396	 0.509507	 0.192502	 0.183288	 0.85299
66	0.564808	 0.51652	 0.946124	 0.164723	 0.344652	 0.641938
67	0.123741	 0.475393	 0.54149	 0.135394	 0.130366	 0.725846
68	0.498668	 0.498544	 0.883976	 0.257092	 0.359817	 0.721271
69	0.312905	 0.188214	 0.602723	 0.288981	 0.157471	 0.727301
70	0.275078	 0.228831	 0.673613	 0.264794	 0.179066	 0.712391
71	0.482137	 0.400007	 0.794144	 0.346864	 0.340163	 0.786167
72	0.328826	 0.413085	 0.70531	 0.199777	 0.285324	 0.809969
73	0.396865	 0.430404	 0.707997	 0.219477	 0.333659	 0.838914
74	0.353568	 0.206353	 0.606964	 0.301378	 0.178902	 0.757499
75	0.434875	 0.391723	 0.885113	 0.288818	 0.299108	 0.699129
76	0.459655	 0.307676	 0.633482	 0.342091	 0.266166	 0.842406
