0	0.5442	 0.74203	 0.544362	 0.268807	 0.456411	 0.886077	 0.346251	 0.556784	 0.66848
1	0.547995	 0.718032	 0.612511	 0.279159	 0.462971	 0.839065	 0.340516	 0.648591	 0.669873
2	0.689118	 0.650144	 0.564738	 0.371655	 0.330427	 0.827528	 0.231796	 0.583377	 0.692026
3	0.672141	 0.656329	 0.591807	 0.36112	 0.340892	 0.83259	 0.242345	 0.619692	 0.656146
4	0.674434	 0.679015	 0.505163	 0.339971	 0.322291	 0.860734	 0.252063	 0.506574	 0.719085
5	0.550573	 0.73546	 0.56709	 0.264719	 0.439344	 0.927528	 0.341328	 0.586482	 0.555647
6	0.610177	 0.642809	 0.673109	 0.344321	 0.403644	 0.816331	 0.270416	 0.743463	 0.594252
7	0.737911	 0.573445	 0.522453	 0.427382	 0.23348	 0.805643	 0.172655	 0.528627	 0.687898
8	0.731739	 0.547094	 0.581112	 0.451827	 0.232895	 0.786335	 0.156909	 0.605179	 0.620375
9	0.629256	 0.711217	 0.534355	 0.278199	 0.333653	 0.94518	 0.287598	 0.543881	 0.550641
10	0.719951	 0.595466	 0.570766	 0.396502	 0.228444	 0.832818	 0.190173	 0.591351	 0.601936
11	0.696721	 0.633942	 0.576553	 0.363507	 0.267157	 0.85465	 0.220139	 0.599062	 0.601422
12	0.74575	 0.524878	 0.538577	 0.478824	 0.27442	 0.763829	 0.141057	 0.549315	 0.723709
13	0.727354	 0.526736	 0.600476	 0.472922	 0.2423	 0.769695	 0.143631	 0.631651	 0.608337
14	0.655258	 0.675159	 0.587832	 0.330458	 0.326643	 0.869742	 0.259574	 0.614269	 0.600409
15	0.604341	 0.700911	 0.606055	 0.284881	 0.363311	 0.921815	 0.298765	 0.639452	 0.501646
16	0.642488	 0.705399	 0.502864	 0.287261	 0.320218	 0.933288	 0.278473	 0.503647	 0.608063
17	0.686699	 0.532564	 0.663044	 0.462538	 0.263645	 0.775586	 0.152483	 0.726143	 0.533063
18	0.587086	 0.669442	 0.661881	 0.311863	 0.410926	 0.844434	 0.299441	 0.724196	 0.569293
19	0.64261	 0.664556	 0.622815	 0.315138	 0.308112	 0.896062	 0.261351	 0.663464	 0.503393
20	0.658679	 0.590721	 0.67056	 0.392719	 0.292631	 0.821795	 0.20766	 0.738994	 0.514875
21	0.68125	 0.672176	 0.501959	 0.282503	 0.24831	 0.954879	 0.245915	 0.502494	 0.560541
22	0.688087	 0.50576	 0.664591	 0.494405	 0.336546	 0.752749	 0.129873	 0.728751	 0.60771
23	0.597181	 0.6554	 0.670019	 0.332005	 0.427772	 0.810185	 0.286055	 0.738054	 0.622468
24	0.597749	 0.729551	 0.515852	 0.275655	 0.382062	 0.932824	 0.310929	 0.520197	 0.60452
25	0.693529	 0.531823	 0.655028	 0.472296	 0.386285	 0.759775	 0.150938	 0.712913	 0.671774
26	0.711296	 0.581914	 0.605565	 0.402112	 0.215493	 0.83011	 0.183861	 0.638763	 0.546135
27	0.50301	 0.725464	 0.607966	 0.251699	 0.49745	 0.852445	 0.372875	 0.642144	 0.652952
28	0.713585	 0.628576	 0.518699	 0.319763	 0.192901	 0.91751	 0.211243	 0.523831	 0.567227
29	0.643861	 0.692056	 0.570134	 0.320369	 0.346194	 0.87351	 0.27268	 0.590512	 0.627249
30	0.672747	 0.549881	 0.673696	 0.451736	 0.379316	 0.76835	 0.169739	 0.744501	 0.629617
31	0.675116	 0.643788	 0.605639	 0.374931	 0.354296	 0.816279	 0.234415	 0.638867	 0.667374
32	0.701291	 0.577082	 0.62665	 0.438772	 0.401935	 0.769442	 0.183205	 0.669097	 0.725638
33	0.696264	 0.543061	 0.648748	 0.461256	 0.348666	 0.768015	 0.159375	 0.702845	 0.641911
34	0.581665	 0.691457	 0.638474	 0.294907	 0.407074	 0.874426	 0.310832	 0.686859	 0.551
35	0.579869	 0.686386	 0.646224	 0.307566	 0.440792	 0.822361	 0.310567	 0.698864	 0.645557
36	0.749916	 0.503444	 0.505471	 0.495119	 0.148339	 0.754361	 0.127193	 0.506966	 0.641313
37	0.696919	 0.503753	 0.653977	 0.496371	 0.3149	 0.751994	 0.128033	 0.71121	 0.603651
38	0.728335	 0.598623	 0.525232	 0.410594	 0.267261	 0.813321	 0.189891	 0.532181	 0.708564
39	0.503871	 0.716697	 0.624609	 0.251611	 0.495315	 0.904112	 0.372157	 0.666093	 0.52566
40	0.65655	 0.694116	 0.517634	 0.263988	 0.285504	 0.977674	 0.266985	 0.522471	 0.512376
41	0.652825	 0.681268	 0.579287	 0.344726	 0.374524	 0.83212	 0.263517	 0.602726	 0.694094
