..\Logs\21x3_INV_KNM\Dynamic\Discrete_Continuous\Unit\
Cummulative Reward: 15115.990000
Trial#	Reward	Avg_Reward
0	0.72	0.36
1	0.64	0.5
2	0.69	0.59
3	0.67	0.63
4	0.83	0.73
5	0.77	0.75
6	0.7	0.73
7	0.59	0.66
8	0.74	0.7
9	0.8	0.75
10	0.64	0.69
11	0.72	0.71
12	0.42	0.56
13	0.81	0.69
14	0.82	0.75
15	0.72	0.73
16	0.84	0.79
17	0.65	0.72
18	0.69	0.7
19	0.75	0.73
20	0.75	0.74
21	0.84	0.79
22	0.81	0.8
23	0.87	0.83
24	0.64	0.74
25	0.86	0.8
26	0.93	0.86
27	0.96	0.91
28	0.85	0.88
29	0.81	0.84
30	0.8	0.82
31	0.74	0.78
32	0.66	0.72
33	0.86	0.79
34	0.86	0.82
35	0.85	0.83
36	0.81	0.82
37	0.81	0.81
38	0.79	0.8
39	0.88	0.84
40	0.79	0.81
41	0.58	0.7
42	0.7	0.7
43	0.69	0.7
44	0.85	0.77
45	0.87	0.82
46	0.86	0.84
47	0.8	0.82
48	0.98	0.9
49	0.78	0.84
50	0.82	0.83
51	0.83	0.83
52	0.81	0.82
53	0.89	0.86
54	0.81	0.83
55	0.83	0.83
56	0.83	0.83
57	0.86	0.84
58	0.85	0.85
59	0.78	0.81
60	0.84	0.83
61	0.96	0.89
62	0.86	0.88
63	0.78	0.83
64	0.9	0.87
65	0.83	0.85
66	0.92	0.88
67	0.91	0.89
68	0.94	0.92
69	0.87	0.89
70	0.84	0.87
71	0.72	0.79
72	0.85	0.82
73	0.88	0.85
74	0.86	0.86
75	0.83	0.84
76	0.86	0.85
77	0.75	0.8
78	0.8	0.8
79	0.83	0.81
80	0.93	0.87
81	0.85	0.86
82	0.9	0.88
83	0.91	0.9
84	0.86	0.88
85	0.86	0.87
86	0.71	0.79
87	0.91	0.85
88	0.89	0.87
89	0.86	0.87
90	0.9	0.88
91	0.95	0.92
92	0.82	0.87
93	0.81	0.84
94	0.77	0.8
95	0.76	0.78
96	0.79	0.79
97	0.8	0.79
98	0.84	0.82
99	0.8	0.81
100	0.86	0.84
101	0.86	0.85
102	0.8	0.82
103	0.83	0.83
104	0.74	0.79
105	0.71	0.75
106	0.92	0.84
107	0.89	0.86
108	0.83	0.84
109	0.91	0.88
110	0.93	0.91
111	0.79	0.85
112	0.89	0.87
113	0.81	0.84
114	0.88	0.86
115	0.94	0.9
116	0.85	0.88
117	0.9	0.89
118	0.82	0.86
119	0.84	0.85
120	0.85	0.85
121	0.89	0.87
122	0.87	0.87
123	0.87	0.87
124	0.86	0.86
125	0.84	0.85
126	0.82	0.84
127	0.81	0.82
128	0.65	0.74
129	0.87	0.8
130	0.85	0.83
131	0.82	0.82
132	0.8	0.81
133	0.71	0.76
134	0.91	0.84
135	0.9	0.87
136	0.86	0.86
137	0.75	0.81
138	0.84	0.82
139	0.88	0.85
140	0.91	0.88
141	0.93	0.91
142	0.99	0.95
143	0.93	0.94
144	0.88	0.91
145	0.89	0.9
146	0.88	0.89
147	0.92	0.91
148	0.87	0.89
149	0.83	0.86
150	0.88	0.87
151	0.83	0.85
152	0.84	0.84
153	0.9	0.87
154	0.78	0.83
155	0.85	0.84
156	0.77	0.81
157	0.93	0.87
158	0.91	0.89
159	0.85	0.87
160	0.85	0.86
161	0.94	0.9
162	0.87	0.89
163	0.86	0.87
164	0.92	0.9
165	0.88	0.89
166	0.84	0.87
167	0.77	0.82
168	0.93	0.87
169	0.81	0.84
170	0.88	0.86
171	0.92	0.89
172	0.93	0.91
173	0.84	0.88
174	0.79	0.83
175	0.93	0.88
176	0.94	0.91
177	0.85	0.88
178	0.82	0.85
179	0.9	0.88
180	0.85	0.86
181	0.85	0.85
182	0.94	0.9
183	0.88	0.89
184	0.86	0.87
185	0.92	0.9
186	0.87	0.89
187	0.85	0.87
188	0.93	0.9
189	0.89	0.89
190	0.84	0.87
191	0.92	0.9
192	0.92	0.91
193	0.82	0.87
194	0.86	0.86
195	0.71	0.79
196	0.91	0.85
197	0.79	0.82
198	0.8	0.81
199	0.88	0.85
200	0.89	0.87
201	0.81	0.84
202	0.88	0.86
203	0.89	0.87
204	0.85	0.86
205	0.93	0.9
206	0.89	0.89
207	0.92	0.91
208	0.85	0.88
209	0.85	0.86
210	0.88	0.87
211	0.92	0.9
212	0.92	0.91
213	0.86	0.88
214	0.96	0.92
215	0.88	0.9
216	0.95	0.92
217	0.84	0.88
218	0.89	0.88
219	0.93	0.91
220	0.9	0.9
221	0.84	0.87
222	0.9	0.88
223	0.96	0.92
224	0.94	0.93
225	0.9	0.92
226	0.88	0.9
227	0.92	0.91
228	0.93	0.92
229	0.88	0.9
