0	0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0.332622	 0.225641	 0.716958
1	1	 0	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.146244	 0.178064	 0.699485
2	1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.321935	 0.334701	 0.798327
3	1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.220374	 0.226247	 0.84239
4	0	 1	 0	 0	 1	 0	 1	 0	 0	 1	 1	 0	 0.149781	 0.202451	 0.812567
5	1	 0	 1	 0	 1	 0	 0	 0	 1	 1	 1	 0	 0.363695	 0.152731	 0.658922
6	1	 0	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.365698	 0.206001	 0.732281
7	1	 1	 0	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0.248119	 0.239177	 0.815984
8	1	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.358517	 0.337062	 0.825752
9	0	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.164173	 0.210853	 0.764
10	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0.1706	 0.320323	 0.629034
11	1	 1	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0.269098	 0.177103	 0.729375
12	1	 0	 1	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0.371432	 0.246789	 0.650287
13	1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.209865	 0.222025	 0.83474
14	0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.251001	 0.233557	 0.852884
15	0	 0	 1	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.126645	 0.311546	 0.856768
16	1	 0	 1	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0.343126	 0.269193	 0.697939
17	0	 1	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 0.292281	 0.372087	 0.631407
18	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.16396	 0.365832	 0.731634
19	0	 0	 1	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.151372	 0.331116	 0.85851
20	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.340436	 0.347373	 0.678998
21	1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.20944	 0.242388	 0.642332
22	0	 0	 1	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0.313534	 0.216986	 0.8139
23	1	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.356773	 0.297455	 0.716005
24	0	 0	 1	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0.271913	 0.258476	 0.844809
25	1	 0	 1	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.363885	 0.250411	 0.699836
26	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0.330348	 0.313002	 0.641224
27	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.307152	 0.325477	 0.684494
28	0	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.18553	 0.194174	 0.703573
29	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.299816	 0.325691	 0.69141
30	0	 1	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.195772	 0.169335	 0.702144
31	0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.23325	 0.365914	 0.808313
32	1	 0	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.373109	 0.203894	 0.753263
33	1	 0	 1	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0.356307	 0.236206	 0.629431
34	0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.256275	 0.279709	 0.869719
35	0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.182017	 0.185305	 0.647171
