0	1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.329754	 0.310396	 0.736412
1	0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0.180278	 0.168289	 0.807496
2	1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.247346	 0.262519	 0.756945
3	0	 0	 1	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0.267318	 0.239979	 0.630812
4	1	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.304915	 0.330055	 0.712896
5	1	 0	 1	 0	 0	 1	 0	 0	 1	 0	 1	 0	 0.361148	 0.149353	 0.763279
6	0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.154373	 0.22741	 0.725111
7	1	 1	 0	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.135922	 0.255319	 0.687483
8	0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.302594	 0.299749	 0.8538
9	1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.241539	 0.212707	 0.674169
10	1	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.357919	 0.32193	 0.834703
11	1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.348899	 0.334179	 0.786239
12	1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0.216219	 0.175432	 0.833344
13	0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.209219	 0.307049	 0.736106
14	0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.19744	 0.296555	 0.856152
15	1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.155503	 0.145023	 0.68913
16	0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.28087	 0.288891	 0.848789
17	1	 1	 0	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0.25866	 0.223875	 0.645724
18	0	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.148153	 0.292296	 0.646205
19	0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.283731	 0.319637	 0.802161
20	1	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.364117	 0.294434	 0.647007
21	1	 1	 0	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.299545	 0.152167	 0.629434
22	0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.1924	 0.332315	 0.832476
23	0	 0	 1	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0.295885	 0.236027	 0.832917
24	1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.229805	 0.232195	 0.860367
25	0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.162113	 0.221869	 0.668861
26	0	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.1645	 0.280607	 0.632883
27	1	 1	 0	 0	 1	 1	 0	 0	 1	 0	 1	 0	 0.253538	 0.174278	 0.810415
28	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.268258	 0.34794	 0.681282
29	1	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.245701	 0.367802	 0.79548
30	1	 0	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 0.318352	 0.35896	 0.639304
31	0	 0	 1	 0	 1	 1	 0	 0	 1	 0	 1	 0	 0.340054	 0.183811	 0.842815
32	1	 0	 1	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.355357	 0.258472	 0.696957
33	0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.243546	 0.315711	 0.796704
34	0	 0	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.32792	 0.17253	 0.711262
35	0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.220517	 0.27094	 0.672939
36	0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.204718	 0.330879	 0.768084
37	1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0.175241	 0.197814	 0.87248
38	0	 1	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.236219	 0.156159	 0.635948
39	1	 0	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.350511	 0.234298	 0.785353
40	1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.175517	 0.226391	 0.811591
41	1	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.16794	 0.295266	 0.784318
42	1	 0	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.354758	 0.223739	 0.785394
43	1	 0	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 0.339954	 0.345192	 0.635636
44	0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.284222	 0.34932	 0.860779
45	1	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.227159	 0.283759	 0.80125
46	1	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.15245	 0.299785	 0.778315
47	0	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.177306	 0.229346	 0.733488
48	0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.231225	 0.232256	 0.870248
49	0	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.135331	 0.186652	 0.69185
50	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.211877	 0.368371	 0.723726
51	0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.169544	 0.161535	 0.727798
52	0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.250289	 0.35612	 0.792832
53	0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.264555	 0.283655	 0.741264
54	1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.21993	 0.276084	 0.735149
55	1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.173364	 0.250183	 0.830363
56	1	 0	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.129428	 0.155784	 0.628606
57	0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0.346119	 0.195646	 0.661619
58	0	 1	 0	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.249027	 0.168433	 0.701041
59	0	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.162769	 0.290263	 0.638446
60	0	 1	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.233077	 0.158969	 0.660393
61	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.337337	 0.313611	 0.661055
62	0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.293163	 0.324875	 0.867054
63	0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.212384	 0.260582	 0.637297
64	0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.222808	 0.361135	 0.786713
65	1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0.276384	 0.178394	 0.636063
66	0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.204596	 0.352712	 0.766191
67	1	 0	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 0.312135	 0.354069	 0.651833
68	1	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.343635	 0.347057	 0.871
69	0	 0	 1	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0.314598	 0.210339	 0.829535
70	0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.277966	 0.309019	 0.686551
71	1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0.212486	 0.168523	 0.832649
72	1	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.342554	 0.334026	 0.833578
73	1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0.202995	 0.209615	 0.856883
74	1	 1	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0.29747	 0.125376	 0.64638
75	1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.144155	 0.249866	 0.800788
76	1	 1	 0	 0	 1	 1	 0	 0	 1	 0	 1	 0	 0.244931	 0.128204	 0.760028
77	1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.225713	 0.22701	 0.674586
78	1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.15639	 0.297138	 0.826375
79	1	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0.300292	 0.348446	 0.701769
80	1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0.235779	 0.236477	 0.861269
