0	1	 0	 1	 0	 1	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.36852	 0.652577	 0.666001	 0.580592	 0.705376	 0.714784
1	0	 1	 1	 0	 1	 1	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.278555	 0.708604	 0.715827	 0.645272	 0.537459	 0.592473
2	0	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.215236	 0.614078	 0.711193	 0.687157	 0.539645	 0.542008
3	1	 0	 0	 1	 0	 1	 1	 0	 1	 1	 1	 0	 1	 1	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.160455	 0.550492	 0.662612	 0.721813	 0.651731	 0.575953
4	0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.319695	 0.654158	 0.658806	 0.66387	 0.660373	 0.740939
5	0	 0	 0	 1	 0	 1	 1	 0	 1	 0	 0	 1	 1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.195072	 0.665465	 0.749732	 0.665589	 0.549966	 0.679849
6	1	 1	 1	 0	 1	 0	 0	 1	 1	 1	 1	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.304586	 0.548316	 0.631141	 0.661407	 0.564252	 0.736686
7	1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.156374	 0.542741	 0.581062	 0.557268	 0.694415	 0.747893
8	1	 1	 1	 0	 1	 1	 1	 0	 1	 0	 0	 1	 1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.221338	 0.735842	 0.6268	 0.633025	 0.679941	 0.662944
9	0	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.217276	 0.647245	 0.691862	 0.736008	 0.510265	 0.68847
10	1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.268455	 0.674197	 0.602006	 0.725926	 0.726634	 0.567304
11	0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.2706	 0.666084	 0.537227	 0.689781	 0.650852	 0.552411
12	1	 0	 0	 1	 0	 1	 1	 0	 1	 1	 1	 0	 1	 1	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.165111	 0.664378	 0.502719	 0.62383	 0.701546	 0.650033
13	0	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 0	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.324816	 0.713225	 0.695508	 0.610374	 0.697039	 0.603873
14	0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.238589	 0.572367	 0.661771	 0.515161	 0.638774	 0.663916
15	0	 1	 1	 0	 1	 1	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.335246	 0.727317	 0.715456	 0.715306	 0.686097	 0.508298
16	1	 1	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.193744	 0.709295	 0.691771	 0.627368	 0.684763	 0.54629
17	1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.271306	 0.642238	 0.630877	 0.700048	 0.592033	 0.604374
18	0	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.31924	 0.732486	 0.591526	 0.687995	 0.735551	 0.660072
19	0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.255181	 0.515608	 0.697332	 0.640406	 0.615755	 0.665764
20	1	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.373151	 0.749786	 0.58941	 0.641711	 0.737698	 0.717476
21	0	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.299374	 0.690111	 0.711643	 0.588404	 0.544363	 0.518701
22	1	 0	 0	 1	 1	 0	 1	 0	 1	 1	 1	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.125398	 0.545308	 0.74028	 0.60255	 0.664827	 0.668807
23	0	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 1	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.219412	 0.603925	 0.73888	 0.534502	 0.677017	 0.525693
24	1	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.234072	 0.634176	 0.508514	 0.526302	 0.587913	 0.590452
25	0	 1	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.340822	 0.743154	 0.581187	 0.710524	 0.629791	 0.668241
26	1	 1	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.209493	 0.71875	 0.703592	 0.73378	 0.707575	 0.559828
27	0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.249279	 0.582147	 0.623224	 0.688544	 0.627976	 0.60667
28	1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0.155985	 0.512623	 0.556789	 0.542341	 0.563007	 0.611573
