0	0	 0	 0	 1	 0	 1	 0	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0.268416	 0.299817	 0.758828
1	1	 1	 0	 1	 0	 1	 0	 0	 1	 1	 1	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0.203485	 0.349075	 0.785071
2	0	 0	 0	 1	 0	 1	 0	 0	 1	 0	 1	 0	 1	 0	 1	 1	 0	 1	 1	 0	 1	 0.232579	 0.288502	 0.67528
3	1	 0	 1	 1	 0	 1	 0	 0	 0	 1	 1	 1	 0	 0	 1	 0	 0	 1	 1	 1	 0	 0.335939	 0.22876	 0.849507
4	1	 1	 0	 1	 0	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0	 1	 0.125165	 0.365021	 0.817637
5	1	 0	 0	 0	 1	 1	 0	 1	 1	 0	 1	 1	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0.367213	 0.169231	 0.846815
6	0	 1	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0	 0	 1	 0.197934	 0.178935	 0.67392
7	1	 1	 1	 1	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1	 0.333607	 0.346618	 0.861614
8	0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 1	 0	 1	 0	 0.206715	 0.147835	 0.863895
9	0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 1	 0.238453	 0.251069	 0.779891
10	0	 1	 1	 0	 0	 1	 0	 1	 1	 1	 1	 0	 0	 0	 1	 1	 1	 0	 1	 1	 0	 0.321365	 0.136164	 0.731977
11	0	 0	 1	 1	 1	 0	 0	 0	 1	 1	 1	 1	 0	 0	 1	 0	 0	 1	 0	 0	 1	 0.245292	 0.222693	 0.73381
12	1	 0	 1	 0	 0	 1	 0	 1	 1	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0	 0	 1	 0.19817	 0.316586	 0.827915
13	1	 0	 0	 1	 0	 1	 0	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0.334061	 0.181855	 0.637001
14	1	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 1	 1	 0	 1	 1	 0	 0.326735	 0.146569	 0.746598
15	0	 1	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0.212051	 0.137976	 0.773869
16	0	 0	 1	 0	 1	 0	 0	 0	 1	 1	 1	 0	 1	 0	 0	 1	 0	 0	 1	 0	 1	 0.148062	 0.205211	 0.651039
