..\Logs\24x6_INV_KNM\Dynamic\Discrete_Continuous\Synapse\
Cummulative Reward: 17401.290000
Trial#	Reward	Avg_Reward
0	0.83	0.42
1	0.85	0.63
2	0.86	0.74
3	0.85	0.8
4	0.87	0.83
5	0.91	0.87
6	0.85	0.86
7	0.86	0.86
8	0.84	0.85
9	0.87	0.86
10	0.83	0.84
11	0.85	0.85
12	0.88	0.86
13	0.84	0.85
14	0.83	0.84
15	0.85	0.84
16	0.88	0.86
17	0.86	0.86
18	0.87	0.87
19	0.84	0.85
20	0.89	0.87
21	0.87	0.87
22	0.89	0.88
23	0.85	0.86
24	0.83	0.85
25	0.87	0.86
26	0.88	0.87
27	0.86	0.86
28	0.86	0.86
29	0.84	0.85
30	0.92	0.88
31	0.86	0.87
32	0.83	0.85
33	0.83	0.84
34	0.89	0.87
35	0.87	0.87
36	0.86	0.86
37	0.82	0.84
38	0.86	0.85
39	0.9	0.88
40	0.86	0.87
41	0.83	0.85
42	0.82	0.83
43	0.82	0.83
44	0.83	0.83
45	0.85	0.84
46	0.85	0.85
47	0.89	0.87
48	0.87	0.87
49	0.85	0.86
50	0.87	0.87
51	0.83	0.85
52	0.91	0.88
53	0.82	0.85
54	0.85	0.85
55	0.83	0.84
56	0.86	0.85
57	0.87	0.86
58	0.87	0.87
59	0.88	0.87
60	0.86	0.87
61	0.82	0.85
62	0.86	0.86
63	0.81	0.83
64	0.87	0.85
65	0.86	0.85
66	0.85	0.85
67	0.8	0.82
68	0.79	0.81
69	0.87	0.84
70	0.87	0.85
71	0.81	0.83
72	0.87	0.85
73	0.85	0.85
74	0.84	0.85
75	0.9	0.87
76	0.81	0.84
77	0.84	0.84
78	0.87	0.86
79	0.87	0.86
80	0.86	0.86
81	0.88	0.87
82	0.92	0.9
83	0.85	0.87
84	0.87	0.87
85	0.87	0.87
86	0.84	0.86
87	0.86	0.86
88	0.85	0.85
89	0.84	0.84
90	0.92	0.88
91	0.82	0.85
92	0.82	0.84
93	0.86	0.85
94	0.89	0.87
95	0.82	0.84
96	0.85	0.85
97	0.84	0.84
98	0.87	0.86
99	0.86	0.86
100	0.85	0.85
101	0.86	0.86
102	0.85	0.85
