0	0.756997	 0.720605	 0.853231	 0.260828	 0.384584	 0.733067	 0.237896	 0.690944	 0.631485	 0.74373	 0.645754	 0.543111
1	0.796089	 0.760874	 0.7699	 0.229312	 0.391387	 0.765866	 0.23995	 0.596365	 0.689162	 0.632783	 0.621439	 0.689646
2	0.696241	 0.642075	 0.893601	 0.272328	 0.507373	 0.743922	 0.224733	 0.699783	 0.749173	 0.527505	 0.564379	 0.728677
3	0.695451	 0.793223	 0.8098	 0.177311	 0.421699	 0.794078	 0.281428	 0.617264	 0.724581	 0.62679	 0.545738	 0.699199
4	0.555496	 0.842822	 0.837603	 0.108005	 0.396316	 0.737178	 0.349458	 0.665617	 0.659767	 0.6811	 0.708414	 0.688498
5	0.558083	 0.864286	 0.807347	 0.0754823	 0.441275	 0.816954	 0.349835	 0.63111	 0.680004	 0.712983	 0.560897	 0.685132
6	0.750193	 0.63046	 0.884789	 0.275482	 0.439854	 0.741083	 0.201498	 0.70201	 0.693176	 0.702527	 0.573294	 0.60236
7	0.539733	 0.836502	 0.85045	 0.13172	 0.477528	 0.829738	 0.356294	 0.683953	 0.642817	 0.609177	 0.513132	 0.660268
8	0.964489	 0.632329	 0.629378	 0.393132	 0.202675	 0.770484	 0.169172	 0.582902	 0.500822	 0.622448	 0.628039	 0.514841
9	0.711173	 0.869762	 0.733559	 0.20951	 0.380166	 0.868878	 0.292414	 0.583281	 0.652824	 0.680364	 0.503507	 0.519183
10	0.725	 0.873198	 0.687434	 0.312915	 0.433032	 0.784597	 0.288651	 0.52695	 0.704691	 0.542467	 0.67625	 0.506645
11	0.68532	 0.761437	 0.85011	 0.275389	 0.441057	 0.784158	 0.276858	 0.662225	 0.703684	 0.565485	 0.545574	 0.575618
12	0.667705	 0.707759	 0.904895	 0.240243	 0.550111	 0.713074	 0.266914	 0.736276	 0.656314	 0.511369	 0.696263	 0.719635
13	0.710889	 0.81577	 0.771087	 0.210504	 0.373784	 0.702264	 0.281285	 0.58027	 0.734169	 0.742529	 0.739986	 0.591191
14	0.795412	 0.590793	 0.881695	 0.36067	 0.500108	 0.699678	 0.172457	 0.723287	 0.620135	 0.662715	 0.707763	 0.545638
15	0.89976	 0.521413	 0.780864	 0.306618	 0.339531	 0.731563	 0.133517	 0.627937	 0.6336	 0.653161	 0.58841	 0.741511
16	0.907346	 0.639054	 0.680519	 0.360855	 0.368702	 0.760129	 0.177356	 0.509665	 0.733481	 0.560771	 0.628192	 0.618264
17	0.938533	 0.673777	 0.663796	 0.310178	 0.231252	 0.742499	 0.185047	 0.590013	 0.532742	 0.724459	 0.655658	 0.603095
18	0.894629	 0.674666	 0.751883	 0.351795	 0.233136	 0.831055	 0.191318	 0.656872	 0.522595	 0.515119	 0.518995	 0.575633
19	0.641378	 0.906705	 0.697305	 0.212243	 0.410882	 0.812323	 0.321754	 0.532934	 0.707676	 0.622679	 0.621989	 0.560129
20	0.896833	 0.619533	 0.717474	 0.323969	 0.432718	 0.729162	 0.171565	 0.53939	 0.72886	 0.607076	 0.686748	 0.67809
21	0.741551	 0.834035	 0.775115	 0.217148	 0.357786	 0.840692	 0.275356	 0.645044	 0.584568	 0.636125	 0.550104	 0.59569
22	0.867258	 0.821723	 0.606361	 0.270574	 0.23985	 0.872469	 0.239497	 0.55719	 0.522169	 0.638497	 0.593843	 0.508877
23	0.600515	 0.741046	 0.903681	 0.131528	 0.438403	 0.726165	 0.312122	 0.72871	 0.677012	 0.691044	 0.635882	 0.687614
24	0.850353	 0.670057	 0.773065	 0.349392	 0.406666	 0.752331	 0.19692	 0.594875	 0.699549	 0.596396	 0.624388	 0.572115
25	0.844821	 0.541672	 0.83184	 0.310151	 0.528003	 0.682052	 0.144141	 0.653252	 0.678978	 0.693278	 0.746472	 0.678673
26	0.761511	 0.841999	 0.723966	 0.201661	 0.359397	 0.747412	 0.271101	 0.575303	 0.654773	 0.68971	 0.713224	 0.665507
27	0.831008	 0.599788	 0.808998	 0.330394	 0.422462	 0.751933	 0.171601	 0.6101	 0.744127	 0.582917	 0.572726	 0.666894
28	0.893354	 0.669037	 0.744875	 0.279222	 0.293465	 0.757309	 0.189597	 0.61289	 0.604971	 0.714576	 0.6065	 0.622822
29	0.804854	 0.579397	 0.86358	 0.245229	 0.484484	 0.690151	 0.16555	 0.684873	 0.675728	 0.723184	 0.692779	 0.735307
30	0.608398	 0.774815	 0.860709	 0.165384	 0.43665	 0.75798	 0.315205	 0.663939	 0.735261	 0.726403	 0.581788	 0.569266
31	0.905575	 0.567552	 0.768565	 0.345569	 0.430532	 0.723414	 0.151267	 0.624037	 0.620281	 0.606483	 0.703255	 0.681578
32	0.899046	 0.532074	 0.761724	 0.28895	 0.454346	 0.682981	 0.137765	 0.590174	 0.688266	 0.72207	 0.723369	 0.733464
33	0.962171	 0.671143	 0.58168	 0.377096	 0.297564	 0.781667	 0.181444	 0.53898	 0.526599	 0.52805	 0.724906	 0.59689
34	0.731488	 0.763778	 0.828683	 0.225586	 0.426597	 0.747772	 0.260362	 0.651148	 0.676854	 0.641259	 0.638338	 0.653196
35	0.783826	 0.863048	 0.679461	 0.234809	 0.321461	 0.763759	 0.269395	 0.571114	 0.594189	 0.692497	 0.728551	 0.60776
36	0.78504	 0.847399	 0.714087	 0.257415	 0.352455	 0.773136	 0.265642	 0.611397	 0.560248	 0.639451	 0.713293	 0.598646
37	0.54781	 0.969663	 0.659586	 0.0774328	 0.419437	 0.901849	 0.358854	 0.577774	 0.551979	 0.729459	 0.582484	 0.639949
38	0.714761	 0.691398	 0.893376	 0.252081	 0.445003	 0.77213	 0.240855	 0.727229	 0.643568	 0.521533	 0.558989	 0.739563
39	0.82922	 0.866841	 0.579644	 0.265387	 0.275934	 0.839773	 0.258594	 0.534161	 0.533662	 0.632432	 0.673441	 0.550107
40	0.712017	 0.540783	 0.920804	 0.298741	 0.609933	 0.670341	 0.155245	 0.743941	 0.710328	 0.697322	 0.726558	 0.626022
41	0.645108	 0.727127	 0.881791	 0.276103	 0.579203	 0.683022	 0.284517	 0.688649	 0.731369	 0.502675	 0.734384	 0.609334
42	0.749604	 0.909647	 0.628323	 0.188912	 0.335491	 0.909871	 0.287904	 0.545885	 0.574633	 0.614621	 0.536397	 0.598374
43	0.809234	 0.693019	 0.815584	 0.357471	 0.416798	 0.770027	 0.213811	 0.641838	 0.670586	 0.536265	 0.596642	 0.569113
44	0.890535	 0.681416	 0.748945	 0.263366	 0.338338	 0.751865	 0.194212	 0.63435	 0.564998	 0.631334	 0.662198	 0.732791
45	0.924149	 0.615676	 0.669855	 0.343376	 0.362703	 0.694163	 0.167375	 0.509003	 0.716705	 0.739852	 0.70523	 0.573318
46	0.804914	 0.856292	 0.669733	 0.226172	 0.275106	 0.831584	 0.262342	 0.587796	 0.545489	 0.71214	 0.6329	 0.548276
47	0.600706	 0.971549	 0.628602	 0.15968	 0.45675	 0.850381	 0.341513	 0.563211	 0.539507	 0.505842	 0.692585	 0.729787
48	0.694463	 0.871282	 0.718626	 0.19213	 0.447079	 0.776517	 0.298212	 0.54741	 0.711265	 0.54405	 0.671336	 0.729541
49	0.833766	 0.808639	 0.708101	 0.278463	 0.277696	 0.877429	 0.243778	 0.632795	 0.507708	 0.584525	 0.540016	 0.530079
50	0.664395	 0.606609	 0.924495	 0.261274	 0.566791	 0.665942	 0.216564	 0.747012	 0.730678	 0.671834	 0.698543	 0.608032
51	0.917637	 0.634116	 0.737156	 0.417682	 0.286871	 0.789461	 0.174454	 0.634363	 0.546809	 0.507193	 0.593715	 0.532036
52	0.553783	 0.938162	 0.698541	 0.0755452	 0.363357	 0.80749	 0.355561	 0.553895	 0.661272	 0.727021	 0.693669	 0.691625
53	0.588978	 0.990654	 0.533276	 0.189045	 0.398599	 0.922178	 0.346448	 0.511469	 0.519482	 0.632573	 0.628208	 0.525937
54	0.704139	 0.867634	 0.770504	 0.198538	 0.409232	 0.778254	 0.294326	 0.681815	 0.500285	 0.579694	 0.729697	 0.703493
55	0.692073	 0.541391	 0.923729	 0.305737	 0.491651	 0.744307	 0.158781	 0.74562	 0.732348	 0.713444	 0.520747	 0.608115
56	0.648628	 0.903942	 0.701174	 0.140991	 0.386205	 0.749993	 0.318887	 0.538316	 0.701712	 0.659388	 0.739809	 0.716264
57	0.578676	 0.760643	 0.892998	 0.102893	 0.465702	 0.787077	 0.328343	 0.712573	 0.689152	 0.687047	 0.521046	 0.698274
58	0.630003	 0.783881	 0.880176	 0.10785	 0.415162	 0.795299	 0.306652	 0.72397	 0.61433	 0.734827	 0.560312	 0.684316
59	0.538284	 0.843244	 0.850168	 0.131256	 0.470349	 0.821568	 0.357321	 0.694584	 0.615222	 0.597673	 0.547032	 0.672677
60	0.809269	 0.537021	 0.886784	 0.457709	 0.384527	 0.75607	 0.143961	 0.7471	 0.574195	 0.511033	 0.56268	 0.53401
61	0.710467	 0.808739	 0.811845	 0.232734	 0.391924	 0.834739	 0.279771	 0.647757	 0.647241	 0.58081	 0.50707	 0.615034
62	0.562395	 0.836494	 0.845233	 0.123882	 0.417292	 0.789204	 0.34582	 0.676198	 0.650383	 0.723693	 0.605154	 0.595105
63	0.651077	 0.787	 0.87264	 0.24387	 0.505285	 0.738894	 0.297882	 0.722737	 0.598578	 0.509594	 0.700874	 0.658366
