0	1	 1	 1	 0	 0	 1	 1	 0	 1	 0	 0	 1	 0	 0	 1	 0	 0	 1	 1	 0	 1	 1	 1	 0	 0.206804	 0.699177	 0.716133	 0.542746	 0.748297	 0.561439
1	0	 1	 1	 0	 1	 1	 1	 0	 1	 0	 0	 1	 1	 0	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.322667	 0.732262	 0.698876	 0.587414	 0.582785	 0.733203
2	0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.271047	 0.607582	 0.59682	 0.722189	 0.635552	 0.522542
3	1	 0	 0	 1	 1	 1	 1	 0	 1	 1	 1	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.217469	 0.522046	 0.693458	 0.512085	 0.653459	 0.654983
4	1	 0	 1	 0	 1	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.37208	 0.664719	 0.517314	 0.507975	 0.69541	 0.651432
5	0	 1	 1	 0	 1	 0	 0	 0	 1	 1	 1	 0	 1	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.350986	 0.549662	 0.628012	 0.503016	 0.633737	 0.515267
6	1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.287884	 0.662158	 0.646094	 0.615148	 0.536292	 0.613931
7	1	 0	 0	 1	 0	 1	 1	 0	 1	 1	 1	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.175301	 0.581866	 0.651669	 0.653775	 0.563685	 0.548549
8	0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.310575	 0.67292	 0.667731	 0.635294	 0.602161	 0.556156
9	0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.274137	 0.646153	 0.548799	 0.610911	 0.652351	 0.541879
10	1	 0	 0	 1	 1	 1	 1	 0	 1	 1	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.21635	 0.603899	 0.606155	 0.74055	 0.668692	 0.697353
11	1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0.283757	 0.619732	 0.654353	 0.523064	 0.660986	 0.722176
12	0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 1	 0	 0	 1	 0	 0	 1	 1	 0	 0	 1	 0	 0	 1	 0.259309	 0.605772	 0.537274	 0.545648	 0.585237	 0.686384
13	0	 0	 0	 1	 1	 1	 1	 0	 0	 0	 0	 1	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.191445	 0.681878	 0.576288	 0.697711	 0.607146	 0.560733
14	0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0.33548	 0.656273	 0.679112	 0.700773	 0.747943	 0.691551
15	1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 1	 0	 1	 0	 1	 0	 1	 1	 0	 0	 1	 1	 1	 0	 0.126645	 0.538269	 0.527528	 0.712751	 0.737016	 0.513015
16	1	 0	 0	 1	 0	 0	 0	 1	 0	 1	 1	 0	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.221429	 0.514075	 0.595539	 0.562605	 0.726584	 0.571554
17	0	 1	 1	 0	 1	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.332793	 0.65942	 0.628561	 0.646443	 0.616952	 0.600036
18	1	 0	 1	 0	 1	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.368155	 0.680233	 0.61863	 0.520791	 0.740664	 0.571142
19	1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 1	 0	 1	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0.159543	 0.568781	 0.53575	 0.741536	 0.537672	 0.548973
20	1	 1	 1	 0	 1	 0	 0	 1	 0	 1	 1	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0.291689	 0.50799	 0.653439	 0.617079	 0.615021	 0.612458
21	0	 1	 1	 0	 1	 0	 0	 0	 0	 1	 1	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0.347918	 0.543107	 0.606108	 0.719548	 0.532167	 0.596819
22	1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 1	 0	 0	 1	 0	 1	 0	 1	 1	 1	 0	 0.267477	 0.67582	 0.622884	 0.569752	 0.738	 0.601195
23	1	 0	 0	 1	 1	 1	 1	 0	 0	 1	 1	 0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 0	 0	 1	 0.209095	 0.56595	 0.525482	 0.687989	 0.570398	 0.636071
24	1	 0	 0	 1	 0	 1	 1	 0	 0	 0	 0	 1	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0.167699	 0.671283	 0.615703	 0.673959	 0.55941	 0.629927
